rand_ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree,state_indegree,state_outdegree,prox_indegree,prox_outdegree,rand_ind_t,null_indegree,null_outdegree,state_null_indegree,state_null_outdegree,dist_null_indegree,dist_null_outdegree
123,1077,2019-06-21,6300 block of S King Dr Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.6160233,41.7792315,0.0,1.6094379124341005,27,38,4,4,4,7,56,26,24,2,1,8,2
124,1077,2019-06-21,519  West Taylor St Santa Maria California,1.2542316284596384,5,0,Santa Maria,California,-120.442204,34.9757003,1.791759469228055,0.0,26,39,2,7,1,7,56,26,24,2,3,3,3
125,539,2016-10-30,119 First Street Newburgh New York,1.3065564428360932,2,5,Newburgh,New York,-74.0104532,41.502010399999996,1.0986122886681098,1.791759469228055,21,28,1,1,1,5,57,29,20,1,1,5,7
126,539,2016-10-30,135 Ridge Street New York (Manhattan) New York,0.4828313737302301,0,4,New York (Manhattan),New York,-73.9830138,40.7195832,0.0,1.6094379124341005,22,27,2,0,2,4,57,29,20,1,1,6,6
127,539,2016-10-30,6862 Walker Mill Rd Capitol Heights Maryland,1.3862943611198906,3,3,Capitol Heights,Maryland,-76.88979259999998,38.8701849,1.3862943611198906,1.3862943611198906,23,26,0,0,4,2,57,29,20,2,2,8,6
128,539,2016-10-30,742 Junction Ave Toledo Ohio,0.4828313737302301,0,4,Toledo,Ohio,-83.57685140000002,41.6481091,0.0,1.6094379124341005,24,25,2,0,6,4,57,29,20,2,0,11,2
129,539,2016-10-30,2900 block of Aspen Meadow San Antonio Texas,0.5375278407684164,0,5,San Antonio,Texas,-98.606913,29.464628499999996,0.0,1.791759469228055,20,29,0,4,0,4,57,29,20,0,0,0,0
130,290,2015-07-30,Brushton Avenue Pittsburgh Pennsylvania,0.4828313737302301,0,4,Pittsburgh,Pennsylvania,-79.88856729999998,40.4583162,0.0,1.6094379124341005,26,25,1,1,4,4,58,32,21,1,1,9,2
131,187,2015-01-26,1500 block of E. 9th Street Stockton California,0.9010913347279288,1,3,Stockton,California,-121.26541040000001,37.9307095,0.6931471805599453,1.3862943611198906,18,16,2,2,2,1,59,32,22,4,3,3,1
132,1099,2019-07-18,3427 W Fulton Blvd Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.712267,41.8861073,0.6931471805599453,1.3862943611198906,25,25,7,6,8,7,60,32,22,2,0,8,0
133,1124,2019-08-24,6200 block of Maxwell Dr Temple Hills (Camp Springs) Maryland,0.6238324625039507,0,7,Temple Hills (Camp Springs),Maryland,-76.89855870000002,38.8174429,0.0,2.079441541679836,19,31,0,4,3,6,61,31,21,3,1,10,7
134,1124,2019-08-24,Warren Street Lynn Massachusetts,0.9010913347279288,1,3,Lynn,Massachusetts,-70.96010859999998,42.4612926,0.6931471805599453,1.3862943611198906,18,32,0,0,0,1,61,31,21,0,0,3,2
135,444,2016-06-05,Mermaid Ave and 16th St. Brooklyn New York,0.4828313737302301,0,4,Brooklyn,New York,-73.98371540000002,40.5767364,0.0,1.6094379124341005,23,33,0,1,3,8,62,28,18,3,1,9,4
136,444,2016-06-05,8th and Humboldt Avenue N. Minneapolis Minnesota,0.4828313737302301,0,4,Minneapolis,Minnesota,-93.2981937,44.9846011,0.0,1.6094379124341005,26,30,0,1,0,1,62,28,18,0,0,0,0
137,444,2016-06-05,2600 block of Skyline Boulevard S Cape Coral Florida,1.3862943611198906,3,3,Cape Coral,Florida,-81.99094079999998,26.603530499999998,1.3862943611198906,1.3862943611198906,25,31,0,2,0,1,62,28,18,0,1,0,0
138,444,2016-06-05,8152 N Black Canyon Hwy Phoenix Arizona,1.2518599757979068,2,4,Phoenix,Arizona,-112.11402930000001,33.5564792,1.0986122886681098,1.6094379124341005,24,32,0,0,0,0,62,28,18,0,1,0,1
139,514,2016-09-16,5100 block of Sansom St Philadelphia Pennsylvania,1.3065564428360932,2,5,Philadelphia,Pennsylvania,-75.22340020000001,39.9574785,1.0986122886681098,1.791759469228055,26,23,1,2,5,4,63,29,17,2,0,8,4
140,514,2016-09-16,555 N Heliotrope Dr Los Angeles (Hollywood) California,1.0986122886681096,2,2,Los Angeles (Hollywood),California,-118.295644,34.0806533,1.0986122886681098,1.0986122886681098,27,22,0,3,0,1,63,29,17,3,3,1,2
141,872,2018-07-04,5456 E Fayetteville Rd Atlanta Georgia,0.9010913347279288,1,3,Atlanta,Georgia,-84.4448183,33.606479799999995,0.6931471805599453,1.3862943611198906,27,25,1,0,2,3,64,30,17,0,1,1,1
142,582,2017-01-12,500 block of Sunrise St Salinas California,1.0986122886681096,2,2,Salinas,California,-121.61417340000001,36.685208,1.0986122886681098,1.0986122886681098,24,24,2,1,0,1,65,30,16,4,2,3,0
143,582,2017-01-12,8607 E 61st Terrace Kansas City Missouri,1.2999897393843562,3,2,Kansas City,Missouri,-94.4855691,39.01221839999999,1.3862943611198906,1.0986122886681098,25,23,0,0,0,0,65,30,16,0,0,0,0
144,739,2017-10-16,5th Street Meridian Mississippi,0.9010913347279288,1,3,Meridian,Mississippi,-88.71413340000002,32.361028399999995,0.6931471805599453,1.3862943611198906,17,24,0,0,3,2,66,27,17,0,0,2,1
145,1020,2019-03-19,8526 N 27th Ave Phoenix Arizona,1.2518599757979068,2,4,Phoenix,Arizona,-112.1171963,33.561375,1.0986122886681098,1.6094379124341005,21,26,0,2,0,2,67,26,21,1,0,1,0
146,819,2018-04-06,5800 block of Pickering St Virginia Beach Virginia,0.9010913347279288,1,3,Virginia Beach,Virginia,-76.1778641,36.8585864,0.6931471805599453,1.3862943611198906,18,21,0,0,1,3,68,26,22,0,1,3,3
147,819,2018-04-06,6100 block of Transylvania Ave Jacksonville Florida,0.4828313737302301,0,4,Jacksonville,Florida,-81.74122270000002,30.2491221,0.0,1.6094379124341005,19,20,1,3,1,0,68,26,22,1,3,0,2
148,613,2017-03-05,600 block of 32nd Street Columbus Georgia,0.4828313737302301,0,4,Columbus,Georgia,-84.9851066,32.4940719,0.0,1.6094379124341005,21,22,0,0,3,1,69,27,22,1,0,3,1
149,1034,2019-04-16,18700 block of Curry Powder Ln Germantown Maryland,0.9010913347279288,1,3,Germantown,Maryland,-77.264707,39.162339,0.6931471805599453,1.3862943611198906,26,25,2,3,3,6,70,24,23,2,0,8,4
150,657,2017-06-02,89th St and Broadway Los Angeles California,0.9010913347279288,1,3,Los Angeles,California,-118.27822240000002,33.9555242,0.6931471805599453,1.3862943611198906,22,25,0,1,0,0,71,20,22,3,3,1,2
151,657,2017-06-02,5301 McPherson Rd Laredo Texas,1.184916910403644,2,3,Laredo,Texas,-99.4820939,27.545074600000003,1.0986122886681098,1.3862943611198906,21,26,1,2,0,0,71,20,22,0,4,0,2
152,304,2015-08-21,Mathis and Prentice Cincinnati Ohio,1.3065564428360932,2,5,Cincinnati,Ohio,-84.390824,39.159499,1.0986122886681098,1.791759469228055,25,23,0,0,2,2,72,21,23,0,2,0,2
153,304,2015-08-21,2700 block of Hinson Drive Durham North Carolina,0.6591673732008658,0,8,Durham,North Carolina,-78.87778409999999,36.029680799999994,0.0,2.19722457733622,26,22,1,2,4,3,72,21,23,0,1,3,3
154,259,2015-06-15,673 Flatbush Avenue Brooklyn New York,0.4828313737302301,0,4,Brooklyn,New York,-73.95994189999998,40.656834499999995,0.0,1.6094379124341005,27,25,3,2,7,10,73,22,23,1,0,5,2
155,396,2016-02-27,13051 Lashmere Ct Woodbridge (Lake Ridge) Virginia,1.0986122886681096,2,2,Woodbridge (Lake Ridge),Virginia,-77.35359609999998,38.66959470000001,1.0986122886681098,1.0986122886681098,26,20,1,0,2,2,74,22,23,1,0,7,2
156,53,2014-05-21,4500 block of Village Fair Drive Dallas Texas,0.9010913347279288,1,3,Dallas,Texas,-96.826773,32.694117999999996,0.6931471805599453,1.3862943611198906,17,19,0,0,0,0,75,21,23,1,5,0,5
157,117,2014-09-03,East 27th and Stanford  Los Angeles California,0.583773044716594,0,6,Los Angeles,California,-118.260077,34.019890600000004,0.0,1.9459101490553128,25,17,5,1,4,1,76,18,23,3,2,2,2
158,183,2015-01-19,1000 block of Gibbs St. San Antonio Texas,1.3065564428360932,2,5,San Antonio,Texas,-98.4608201,29.4214235,1.0986122886681098,1.791759469228055,18,15,1,0,0,0,77,17,24,2,4,2,4
159,773,2017-12-26,NW 18th Ave and 86th Ter Miami Florida,0.5375278407684164,0,5,Miami,Florida,-80.2276661,25.8532542,0.0,1.791759469228055,17,19,0,3,0,2,78,17,25,1,2,0,1
160,491,2016-08-08,1214 Labelle St Jacksonville Florida,0.6238324625039507,0,7,Jacksonville,Florida,-81.7322066,30.3025396,0.0,2.079441541679836,23,26,3,2,0,1,79,16,28,2,1,2,0
161,491,2016-08-08,341 General Marshall Street NE Albuquerque New Mexico,1.0986122886681096,2,2,Albuquerque,New Mexico,-106.54954529999999,35.07989970000001,1.0986122886681098,1.0986122886681098,22,27,0,0,0,0,79,16,28,0,0,0,0
162,545,2016-11-05,3135 West Broward Boulevard Fort Lauderdale (Lauderhill) Florida,0.9010913347279288,1,3,Fort Lauderdale (Lauderhill),Florida,-80.18693979999998,26.1217194,0.6931471805599453,1.3862943611198906,26,22,1,3,1,2,80,17,24,3,0,1,0
163,545,2016-11-05,10726 Perrin Beitel Rd San Antonio Texas,0.4828313737302301,0,4,San Antonio,Texas,-98.4104982,29.5377032,0.0,1.6094379124341005,25,23,1,3,1,3,80,17,24,3,4,3,3
164,545,2016-11-05,803 Main St Myrtle Beach South Carolina,0.5375278407684164,0,5,Myrtle Beach,South Carolina,-78.8842844,33.6935945,0.0,1.791759469228055,24,24,0,0,0,0,80,17,24,0,0,1,2
165,545,2016-11-05,420 14th Street Oakland California,0.6591673732008658,0,8,Oakland,California,-122.27030690000001,37.804235399999996,0.0,2.19722457733622,23,25,4,2,2,1,80,17,24,2,2,0,1
166,545,2016-11-05,4800 block of North Winthrop Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.658036,41.969431,0.0,1.791759469228055,22,26,1,3,4,3,80,17,24,0,3,0,6
167,940,2018-10-14,5310 E Rosedale St Fort Worth Texas,0.4828313737302301,0,4,Fort Worth,Texas,-97.2416714,32.7304501,0.0,1.6094379124341005,23,18,2,0,2,0,81,21,23,4,3,3,4
168,940,2018-10-14,2500 block of Pulgas Ave Palo Alto (East Palo Alto) California,1.0986122886681096,2,2,Palo Alto (East Palo Alto),California,-122.13183810000001,37.4733093,1.0986122886681098,1.0986122886681098,21,20,4,4,2,1,81,21,23,3,1,1,0
169,940,2018-10-14,2815 W Lake Mead Blvd Las Vegas Nevada,1.178350206951907,3,1,Las Vegas,Nevada,-115.17803130000001,36.196548,1.3862943611198906,0.6931471805599453,22,19,1,0,4,3,81,21,23,0,1,2,2
170,372,2015-12-26,4210 Macalester St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.12113000000002,40.0142161,0.0,1.6094379124341005,21,14,1,0,1,5,82,22,26,0,0,3,1
171,315,2015-09-08,56th and Green Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.68071020000002,41.7920487,0.0,1.6094379124341005,22,27,1,6,2,9,83,22,26,1,2,1,7
172,315,2015-09-08,,0.4828313737302301,0,4,Berlin,Georgia,-84.389488,33.791638,0.0,1.6094379124341005,23,26,0,2,2,3,83,22,26,0,1,0,3
173,689,2017-07-26,2111 E. Green Drive High Point North Carolina,1.0689760711085556,1,6,High Point,North Carolina,-79.98083620000001,35.9532518,0.6931471805599453,1.9459101490553128,25,21,1,1,5,3,84,23,27,1,1,3,1
174,622,2017-03-26,5619 Aldine Bender Rd Houston Texas,1.2518599757979068,2,4,Houston,Texas,-95.30569399999999,29.9320869,1.0986122886681098,1.6094379124341005,20,29,0,3,0,3,85,22,28,4,3,4,4
175,622,2017-03-26,E 75th St Cleveland Ohio,1.0986122886681096,2,2,Cleveland,Ohio,-81.63638470000002,41.5075735,1.0986122886681098,1.0986122886681098,21,28,3,1,5,2,85,22,28,1,2,1,8
176,622,2017-03-26,4601 Kellogg Ave Cincinnati Ohio,1.6008052187396111,2,15,Cincinnati,Ohio,-84.4283671,39.0929146,1.0986122886681098,2.772588722239781,19,30,2,2,6,7,85,22,28,1,2,2,8
177,1022,2019-03-25,2400 block of W San Miguel St North Las Vegas Nevada,0.5375278407684164,0,5,North Las Vegas,Nevada,-115.1758532,36.235890500000004,0.0,1.791759469228055,20,25,1,0,1,2,86,23,29,1,0,2,1
178,31,2014-04-02,Motor Pool Road and Tank Destroyer Boulevard Fort Hood Texas,1.9765705419207351,4,16,Fort Hood,Texas,-97.79444690000001,31.1329784,1.6094379124341005,2.8332133440562166,25,19,5,0,4,0,87,23,29,5,2,5,2
179,325,2015-09-24,5100 block of South Morgan Street Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.65020190000001,41.80152329999999,0.0,1.791759469228055,26,21,2,6,5,9,88,23,29,2,2,2,7
180,802,2018-02-26,22700 Fenkell Ave Detroit Michigan,1.2542316284596384,5,0,Detroit,Michigan,-83.265857,42.400467,1.791759469228055,0.0,16,18,1,1,3,3,89,23,29,0,2,5,7
181,692,2017-07-29,200 block of Carl St Buffalo New York,0.9680344001221916,1,4,Buffalo,New York,-78.828214,42.920097,0.6931471805599453,1.6094379124341005,22,22,0,3,0,0,90,23,28,0,1,2,2
182,692,2017-07-29,115 W Fisher St Salisbury North Carolina,1.184916910403644,2,3,Salisbury,North Carolina,-80.47168429999998,35.6668114,1.0986122886681098,1.3862943611198906,21,23,1,0,3,2,90,23,28,1,0,2,0
183,1169,2019-11-03,Sandyland Cir and CR 823 Nacogdoches Texas,0.9010913347279288,1,3,Nacogdoches,Texas,-94.73263860000002,31.654173999999998,0.6931471805599453,1.3862943611198906,18,20,4,1,3,2,91,24,29,4,3,3,4
184,1169,2019-11-03,600 block of Magnolia St Toledo Ohio,0.4828313737302301,0,4,Toledo,Ohio,-83.52143690000003,41.6618239,0.0,1.6094379124341005,19,19,0,1,4,2,91,24,29,2,1,6,7
185,1188,2019-12-01,700 block of Canal St New Orleans Louisiana,0.7694848072384609,0,12,New Orleans,Louisiana,-90.06935560000002,29.953033,0.0,2.5649493574615367,18,23,2,5,2,6,92,25,25,0,1,0,2
186,1188,2019-12-01,6300 block of Proctor St Kalamazoo Michigan,0.9010913347279288,1,3,Kalamazoo,Michigan,-85.50625670000002,42.2855119,0.6931471805599453,1.3862943611198906,19,22,0,0,1,3,92,25,25,1,1,7,7
187,1188,2019-12-01,116 Hawthorne Loop Cotton Valley Louisiana,1.184916910403644,2,3,Cotton Valley,Louisiana,-93.4300183,32.813167,1.0986122886681098,1.3862943611198906,22,19,4,3,3,1,92,25,25,0,1,3,2
188,1188,2019-12-01,2000 block of N Dorgenois St New Orleans Louisiana,1.0986122886681096,2,2,New Orleans,Louisiana,-90.06496829999998,29.9823106,1.0986122886681098,1.0986122886681098,21,20,3,4,3,5,92,25,25,0,1,1,1
189,1188,2019-12-01,700 block of S 5th St Aurora Illinois,0.9680344001221916,1,4,Aurora,Illinois,-88.31063019999998,41.75212399999999,0.6931471805599453,1.6094379124341005,20,21,0,2,1,3,92,25,25,3,4,5,5
190,465,2016-07-05,56th Street and Naomi Avenue Los Angeles California,0.4828313737302301,0,4,Los Angeles,California,-118.2546946,33.99206820000001,0.0,1.6094379124341005,33,30,1,4,2,3,93,28,28,2,2,2,2
191,897,2018-08-10,1515 N 13th St Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.1943107,38.6416094,0.0,1.6094379124341005,31,20,1,1,1,3,94,24,27,0,0,1,3
192,897,2018-08-10,6300 block of Vinewood St Detroit Michigan,0.4828313737302301,0,4,Detroit,Michigan,-83.1087311,42.35011220000001,0.0,1.6094379124341005,30,21,1,0,12,5,94,24,27,2,0,8,7
193,1040,2019-04-28,1407 Dr DB Todd Jr Blvd Nashville Tennessee,0.6238324625039507,0,7,Nashville,Tennessee,-86.8079063,36.1719359,0.0,2.079441541679836,27,21,1,0,4,0,95,23,24,0,0,2,5
194,1040,2019-04-28,514 19th St Ensley Birmingham Alabama,0.4828313737302301,0,4,Birmingham,Alabama,-86.896118,33.512937,0.0,1.6094379124341005,26,22,0,0,2,1,95,23,24,0,0,2,3
195,1040,2019-04-28,2544 Edmondson Ave Baltimore Maryland,1.1090354888959124,1,7,Baltimore,Maryland,-76.6577434,39.2949057,0.6931471805599453,2.079441541679836,25,23,2,2,4,6,95,23,24,0,0,1,1
196,1040,2019-04-28,4637 Wyndtree Dr West Chester Ohio,1.1266065387038702,4,0,West Chester,Ohio,-84.46745820000002,39.3507965,1.6094379124341005,0.0,24,24,0,1,3,3,95,23,24,3,0,8,5
197,434,2016-05-15,420 North Garvin Street Evansville Indiana,0.4828313737302301,0,4,Evansville,Indiana,-87.55679599999998,37.9815615,0.0,1.6094379124341005,26,25,0,3,3,3,96,26,25,0,0,4,1
198,434,2016-05-15,Rossman Dairy Road Moultrie Georgia,1.2542316284596384,5,0,Moultrie,Georgia,-83.851778,31.2121614,1.791759469228055,0.0,27,24,1,1,4,3,96,26,25,1,2,2,3
199,105,2014-08-12,Brent Cir Cartersville Georgia,1.184916910403644,2,3,Cartersville,Georgia,-84.8847095,34.1725389,1.0986122886681098,1.3862943611198906,25,22,3,1,4,2,97,26,24,1,1,3,1
200,105,2014-08-12,Oakmont Ave Buffalo New York,0.9010913347279288,1,3,Buffalo,New York,-78.80785019999998,42.9323808,0.6931471805599453,1.3862943611198906,26,21,0,1,1,2,97,26,24,1,1,4,1
201,647,2017-05-14,8600 block of Calmont Ave Fort Worth Texas,0.4828313737302301,0,4,Fort Worth,Texas,-97.467254,32.7359731,0.0,1.6094379124341005,21,23,1,1,1,0,98,27,23,3,2,4,3
202,647,2017-05-14,311 S Main St Jonesboro Arkansas,1.0689760711085556,1,6,Jonesboro,Arkansas,-90.70525970000001,35.8398243,0.6931471805599453,1.9459101490553128,24,20,0,0,0,2,98,27,23,0,0,3,0
203,647,2017-05-14,14112 Chicago Road Dolton Illinois,0.5375278407684164,0,5,Dolton,Illinois,-87.6078766,41.6384506,0.0,1.791759469228055,23,21,1,0,2,2,98,27,23,2,4,9,4
204,647,2017-05-14,Hal McRae Blvd and Delaney Ave Avon Park Florida,0.5375278407684164,0,5,Avon Park,Florida,-81.49813499999998,27.584669,0.0,1.791759469228055,22,22,4,2,4,2,98,27,23,0,1,0,1
205,363,2015-12-06,Market Street Raceland Louisiana,0.9010913347279288,1,3,Raceland,Louisiana,-90.6093227,29.719339,0.6931471805599453,1.3862943611198906,23,18,1,1,1,2,99,28,25,3,1,2,1
206,363,2015-12-06,North 108th Street and Military Road Omaha Nebraska,1.184916910403644,2,3,Omaha,Nebraska,-96.081417,41.31758749999999,1.0986122886681098,1.3862943611198906,22,19,0,0,0,0,99,28,25,0,0,0,1
207,1177,2019-11-16,2152 Flintridge Dr San Diego California,1.3621371043387192,6,0,San Diego,California,-117.06894229999999,32.6774328,1.9459101490553128,0.0,20,22,3,5,2,3,100,29,25,1,3,1,2
208,798,2018-02-16,1700 block of SW 15 Oklahoma City Oklahoma,0.9010913347279288,1,3,Oklahoma City,Oklahoma,-97.5440398,35.44944279999999,0.6931471805599453,1.3862943611198906,18,18,0,0,0,0,101,29,27,0,1,1,1
209,201,2015-02-25,5022 Mallow St Houston Texas,1.178350206951907,3,1,Houston,Texas,-95.3476941,29.659465100000002,1.3862943611198906,0.6931471805599453,16,16,1,0,1,0,102,29,27,2,1,3,1
210,886,2018-07-23,6400 block of S May St Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.65359000000002,41.7776799,0.0,1.791759469228055,25,32,1,8,2,11,103,29,30,2,5,6,6
211,587,2017-01-22,1800 block of W 63rd Chicago (Englewood) Illinois,0.4828313737302301,0,4,Chicago (Englewood),Illinois,-87.66934559999999,41.77959050000001,0.0,1.6094379124341005,26,20,1,2,2,2,104,28,29,3,4,7,5
212,587,2017-01-22,200 block of Oak Shore Dr Manvel Texas,1.2999897393843562,3,2,Manvel,Texas,-95.357994,29.4627365,1.3862943611198906,1.0986122886681098,27,19,4,0,2,1,104,28,29,3,1,2,2
213,587,2017-01-22,2841 Greenbriar Pkwy SW Atlanta Georgia,1.178350206951907,3,1,Atlanta,Georgia,-84.4934528,33.6877868,1.3862943611198906,0.6931471805599453,25,21,2,1,2,4,104,28,29,2,0,4,0
214,44,2014-04-30,7200 South Phillips Avenue Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.56576740000001,41.7644081,0.0,1.6094379124341005,19,20,4,2,5,4,105,29,30,4,3,7,5
215,748,2017-11-03,10th Ave S and E 24th St Minneapolis Minnesota,0.4828313737302301,0,4,Minneapolis,Minnesota,-93.26002790000001,44.95912620000001,0.0,1.6094379124341005,23,21,0,1,0,1,106,25,29,0,2,0,2
216,748,2017-11-03,E 163rd St and S Main St Gardena California,0.4828313737302301,0,4,Gardena,California,-118.275879,33.88386750000001,0.0,1.6094379124341005,22,22,4,4,1,2,106,25,29,2,2,2,2
217,748,2017-11-03,27600 block of Mirmar Street Lacombe Louisiana,0.9680344001221916,1,4,Lacombe,Louisiana,-89.9421959,30.30983710000001,0.6931471805599453,1.6094379124341005,20,24,0,2,1,3,106,25,29,1,1,1,0
218,748,2017-11-03,147 Roosevelt Ave Buffalo New York,0.4828313737302301,0,4,Buffalo,New York,-78.8079851,42.933670299999996,0.0,1.6094379124341005,21,23,1,0,0,4,106,25,29,1,2,2,2
219,642,2017-05-02,1566 West 24th Street Jacksonville Florida,0.9010913347279288,1,3,Jacksonville,Florida,-81.6819579,30.3585197,0.6931471805599453,1.3862943611198906,32,21,3,2,2,3,107,28,29,1,1,2,0
220,609,2017-02-27,11810 Fountain Way Newport News Virginia,0.4828313737302301,0,4,Newport News,Virginia,-76.47167209999998,37.085587,0.0,1.6094379124341005,20,21,1,0,2,1,108,27,29,0,1,1,3
221,633,2017-04-16,110 Calhoun Street Vallejo California,0.4828313737302301,0,4,Vallejo,California,-122.26662900000001,38.120627,0.0,1.6094379124341005,33,21,3,5,2,1,109,24,30,2,1,0,0
222,633,2017-04-16,1710 Cleveland Av Columbus Ohio,0.6907755278982137,0,9,Columbus,Ohio,-82.9751921,40.0009315,0.0,2.302585092994046,31,23,3,0,6,2,109,24,30,0,1,0,2
223,633,2017-04-16,611 S Martin St Elizabeth City North Carolina,0.4828313737302301,0,4,Elizabeth City,North Carolina,-76.2217036,36.2942249,0.0,1.6094379124341005,32,22,1,0,0,3,109,24,30,0,2,1,2
224,883,2018-07-18,7201 Melrose Ln Oklahoma City Oklahoma,0.4828313737302301,0,4,Oklahoma City,Oklahoma,-97.6391725,35.4718569,0.0,1.6094379124341005,24,30,0,0,0,1,110,25,32,1,0,2,0
225,724,2017-09-23,Seminary St and Jackson St Danville Illinois,0.5375278407684164,0,5,Danville,Illinois,-87.62727749999998,40.1303411,0.0,1.791759469228055,21,20,3,1,6,1,111,24,31,4,4,5,7
226,724,2017-09-23,1164 Albany Ave Hartford Connecticut,1.0986122886681096,2,2,Hartford,Connecticut,-72.6958082,41.7821945,1.0986122886681098,1.0986122886681098,20,21,0,0,2,3,111,24,31,0,2,0,4
227,724,2017-09-23,818 Real Rd Bakersfield California,0.9680344001221916,1,4,Bakersfield,California,-119.0432433,35.3657935,0.6931471805599453,1.6094379124341005,22,19,2,2,1,2,111,24,31,3,1,2,1
228,894,2018-08-04,40th St and Vliet St Milwaukee Wisconsin,0.4828313737302301,0,4,Milwaukee,Wisconsin,-87.96359040000002,43.048708500000004,0.0,1.6094379124341005,25,26,0,0,5,8,112,23,28,0,0,4,6
229,894,2018-08-04,1600 block of N Leclaire Ave Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.75269109999998,41.9097575,0.6931471805599453,1.3862943611198906,26,25,4,7,6,8,112,23,28,4,4,5,5
230,894,2018-08-04,E 18th St and Highland Ave Kansas City Missouri,0.583773044716594,0,6,Kansas City,Missouri,-94.5621647,39.0911799,0.0,1.9459101490553128,27,24,0,2,0,2,112,23,28,0,1,1,1
