ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree,state_indegree,state_outdegree,prox_indegree,prox_outdegree,rand_ind_t
1534,894,2018-08-04,40th St and Vliet St Milwaukee Wisconsin,0.4828313737302301,0,4,Milwaukee,Wisconsin,-87.96359040000002,43.0487085,0.0,1.6094379124341005,25,26,0,0,5,8,112
1535,894,2018-08-04,1600 block of N Leclaire Ave Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.75269109999998,41.9097575,0.6931471805599453,1.3862943611198906,26,25,4,7,6,8,112
1536,894,2018-08-04,E 18th St and Highland Ave Kansas City Missouri,0.583773044716594,0,6,Kansas City,Missouri,-94.5621647,39.0911799,0.0,1.9459101490553128,27,24,0,2,0,2,112
1537,894,2018-08-04,3400 block of Coran Ln Las Vegas Nevada,0.583773044716594,0,6,Las Vegas,Nevada,-115.18468,36.1956662,0.0,1.9459101490553128,28,23,0,0,2,0,112
1538,895,2018-08-05,1600 block of S Avers Ave Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7212552,41.85883070000001,0.0,1.6094379124341005,27,24,5,6,7,7,557
1539,895,2018-08-05,900 block of S Karlov Ave Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7277836,41.8699621,0.0,1.6094379124341005,28,23,6,5,8,6,557
1540,895,2018-08-05,1 block of N Leclaire Ave Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.75262169999998,41.8803977,0.6931471805599453,1.6094379124341005,29,22,7,4,9,5,557
1541,895,2018-08-05,1300 block of W 76th St Chicago Illinois,0.6591673732008658,0,8,Chicago,Illinois,-87.65643229999998,41.7560501,0.0,2.19722457733622,30,21,8,3,10,4,557
1542,895,2018-08-05,1300 block of S Millard Ave Chicago Illinois,1.022730867160378,1,5,Chicago,Illinois,-87.716931,41.864323,0.6931471805599453,1.791759469228055,31,20,9,2,11,3,557
1543,896,2018-08-08,North 12th Street and West Huntingdon Street Philadelphia Pennsylvania,1.2518599757979068,2,4,Philadelphia,Pennsylvania,-75.1511562,39.99186629999999,1.0986122886681098,1.6094379124341005,29,21,1,3,3,6,220
1544,896,2018-08-08,Mercer St and Franklin St Paterson New Jersey,0.4828313737302301,0,4,Paterson,New Jersey,-74.1605273,40.9262677,0.0,1.6094379124341005,30,20,1,0,4,4,220
1545,897,2018-08-10,6300 block of Vinewood St Detroit Michigan,0.4828313737302301,0,4,Detroit,Michigan,-83.1087311,42.35011220000001,0.0,1.6094379124341005,30,21,1,0,12,5,94
1546,897,2018-08-10,1515 N 13th St Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.1943107,38.6416094,0.0,1.6094379124341005,31,20,1,1,1,3,94
1547,898,2018-08-11,4050 E 100th Ave Thornton Colorado,0.9010913347279288,1,3,Thornton,Colorado,-104.9391135,39.8771092,0.6931471805599453,1.3862943611198906,30,20,0,0,0,0,1036
1548,898,2018-08-11,Geneva St and Mission St San Francisco California,0.9680344001221916,1,4,San Francisco,California,-122.4410222,37.716494,0.6931471805599453,1.6094379124341005,31,19,3,1,1,1,1036
1549,898,2018-08-11,1280 Summit St Columbus Ohio,0.4828313737302301,0,4,Columbus,Ohio,-83.00083269999998,39.989038,0.0,1.6094379124341005,32,18,1,1,3,2,1036
1550,899,2018-08-12,5600 block of Broad St Pittsburgh (East Liberty) Pennsylvania,0.4828313737302301,0,4,Pittsburgh (East Liberty),Pennsylvania,-79.9300007,40.4644451,0.0,1.6094379124341005,31,18,2,2,4,3,413
1551,899,2018-08-12,4786 Yarrington Ct Clearlake California,1.3345506928718538,4,1,Clearlake,California,-122.6290923,38.9487905,1.6094379124341005,0.6931471805599453,32,17,4,0,2,0,413
1552,900,2018-08-14,1000 S Easton Rd Wyncote Pennsylvania,0.5375278407684164,0,5,Wyncote,Pennsylvania,-75.1692357,40.08172,0.0,1.791759469228055,32,18,3,1,3,4,562
1553,901,2018-08-15,104 Mimosa Ct Greenwood South Carolina,0.5375278407684164,0,5,Greenwood,South Carolina,-82.096949,34.212409,0.0,1.791759469228055,32,23,0,0,1,0,364
1554,902,2018-08-17,1600 block of W 65th St Chicago Illinois,0.6238324625039507,0,7,Chicago,Illinois,-87.6642494,41.7758633,0.0,2.0794415416798357,30,23,8,1,11,1,810
1555,903,2018-08-18,925 Allerton Ave Bronx New York,0.4828313737302301,0,4,Bronx,New York,-73.8602861,40.8657387,0.0,1.6094379124341005,29,23,0,0,4,4,1135
1556,904,2018-08-19,7400 block of S Dante Ave Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.58965129999999,41.7604498,0.0,1.791759469228055,28,23,8,0,11,1,529
1557,905,2018-08-20,E 94th St and Kinsman Rd Cleveland Ohio,0.9010913347279288,1,3,Cleveland,Ohio,-81.6201195,41.4716683,0.6931471805599453,1.3862943611198906,26,25,1,2,3,2,28
1558,905,2018-08-20,60 Heritage Square Jackson Tennessee,0.9680344001221916,1,4,Jackson,Tennessee,-88.85613289999998,35.658273,0.6931471805599453,1.6094379124341005,27,24,0,2,1,5,28
1559,906,2018-08-21,2119 E Alcy Rd Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-89.99202629999998,35.0779873,0.0,1.6094379124341005,26,24,1,2,2,5,841
1560,907,2018-08-22,I-64 and Jefferson Ave Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.2158261,38.6305832,0.0,1.6094379124341005,26,24,2,0,4,1,127
1561,908,2018-08-23,1700 block of Homestead St Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.5945203,39.32053630000001,0.0,1.6094379124341005,23,24,0,0,5,4,291
1562,908,2018-08-23,5800 block of Oakland St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.0790568,40.0286526,0.0,1.6094379124341005,24,23,3,0,5,3,291
1563,909,2018-08-25,1564 9th Ave N Nashville Tennessee,0.9680344001221916,1,4,Nashville,Tennessee,-86.7976719,36.1780592,0.6931471805599453,1.6094379124341005,20,23,2,1,2,4,201
1564,909,2018-08-25,4 N 18th St Richmond Virginia,0.5375278407684164,0,5,Richmond,Virginia,-77.42750769999998,37.5332835,0.0,1.791759469228055,21,22,0,0,5,1,201
1565,910,2018-08-26,2400 Sheppard Access Rd Wichita Falls Texas,0.9680344001221916,1,4,Wichita Falls,Texas,-98.5137061,33.943251399999994,0.6931471805599453,1.6094379124341005,20,22,0,1,0,0,394
1566,910,2018-08-26,2 Independent Dr Jacksonville Florida,1.661181580682137,3,9,Jacksonville,Florida,-81.6594975,30.3248442,1.3862943611198906,2.302585092994046,21,21,0,2,0,1,394
1567,911,2018-08-27,2600 block of W 34th Ave Pine Bluff Arkansas,0.9010913347279288,1,3,Pine Bluff,Arkansas,-92.0292132,34.194422499999995,0.6931471805599453,1.3862943611198906,20,22,0,1,2,3,542
1568,912,2018-08-31,1900 block of Peoria St Aurora Colorado,1.1849169104036439,2,3,Aurora,Colorado,-104.846854,39.7456418,1.0986122886681098,1.3862943611198906,18,24,0,0,0,0,450
1569,913,2018-09-01,3232 Lakeside Ave East Cleveland Ohio,1.1090354888959124,1,7,Cleveland,Ohio,-81.67162390000001,41.51553560000001,0.6931471805599453,2.0794415416798357,17,25,1,1,1,2,903
1570,913,2018-09-01,5225 NW 24th Ct Fort Lauderdale (Lauderhill) Florida,0.9010913347279288,1,3,Fort Lauderdale (Lauderhill),Florida,-80.221183,26.157976,0.6931471805599453,1.3862943611198906,18,24,1,1,0,0,903
1571,914,2018-09-02,Stuyvesant Ave and Bryn Mawr Ave Trenton New Jersey,0.4828313737302301,0,4,Trenton,New Jersey,-74.78204699999998,40.235268,0.0,1.6094379124341005,18,25,0,1,4,6,467
1572,914,2018-09-02,1277 East Lynwood Drive San Bernardino California,0.6591673732008658,0,8,San Bernardino,California,-117.25941670000002,34.14623,0.0,2.19722457733622,19,24,0,1,0,1,467
1573,914,2018-09-02,801 Garrison Ave Fort Smith Arkansas,0.4828313737302301,0,4,Fort Smith,Arkansas,-94.42308059999999,35.3862076,0.0,1.6094379124341005,20,23,1,0,1,1,467
1574,914,2018-09-02,500 23rd St S Birmingham Alabama,0.6238324625039507,0,7,Birmingham,Alabama,-86.79747379999998,33.509611699999994,0.0,2.0794415416798357,21,22,0,1,3,5,467
1575,914,2018-09-02,43 12th Ave Paterson New Jersey,1.0986122886681096,2,2,Paterson,New Jersey,-74.163699,40.921729,1.0986122886681098,1.0986122886681098,22,21,1,0,4,5,467
1576,914,2018-09-02,600 block of Morningview St San Antonio Texas,0.4828313737302301,0,4,San Antonio,Texas,-98.4248945,29.4103302,0.0,1.6094379124341005,23,20,1,0,0,0,467
1577,915,2018-09-04,1200 block of Gillespie Ave Albany Georgia,0.4828313737302301,0,4,Albany,Georgia,-84.17959379999998,31.570882300000005,0.0,1.6094379124341005,23,21,0,0,2,2,956
1578,916,2018-09-06,511 Walnut St Cincinnati Ohio,1.456190225304303,4,2,Cincinnati,Ohio,-84.5118141,39.1017443,1.6094379124341005,1.0986122886681098,23,21,2,0,4,1,686
1579,917,2018-09-07,2024 N Washington Ave Minneapolis Minnesota,0.9010913347279288,1,3,Minneapolis,Minnesota,-93.2815258,45.0001271,0.6931471805599453,1.3862943611198906,23,21,0,0,0,1,581
1580,918,2018-09-09,,0.4828313737302301,0,4,Jacksonville,Florida,-84.389488,33.791638,0.0,1.6094379124341005,23,21,2,1,3,1,788
1581,918,2018-09-09,550 S McLean Blvd Elgin Illinois,0.9010913347279288,1,3,Elgin,Illinois,-88.31402209999996,42.0198706,0.6931471805599453,1.3862943611198906,24,20,0,2,0,4,788
1582,918,2018-09-09,224 W Magnolia St Auburn Alabama,0.9680344001221916,1,4,Auburn,Alabama,-85.48385970000002,32.607092200000004,0.6931471805599453,1.6094379124341005,25,19,1,0,3,0,788
1583,919,2018-09-10,140 Lt George W Lee Ave Memphis Tennessee,0.5375278407684164,0,5,Memphis,Tennessee,-90.0536121,35.139125799999995,0.0,1.791759469228055,24,19,2,2,6,2,967
1584,920,2018-09-11,10600 block of S Bensley Avenue Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.56335039999998,41.7025894,0.0,1.6094379124341005,24,19,1,2,2,4,731
1585,921,2018-09-12,660 Manwell Blvd Bakersfield California,1.3621371043387192,6,0,Bakersfield,California,-118.91633459999998,35.3490297,1.9459101490553128,0.0,24,20,1,3,1,3,982
1586,922,2018-09-15,820 S 21st St Milwaukee Wisconsin,0.4828313737302301,0,4,Milwaukee,Wisconsin,-87.9392056,43.02211670000001,0.0,1.6094379124341005,23,21,0,1,2,3,861
1587,923,2018-09-17,123 Amberleigh Dr Silver Spring Maryland,1.3345506928718538,4,1,Silver Spring,Maryland,-77.0032538,39.0910873,1.6094379124341005,0.6931471805599453,22,23,0,1,2,6,859
1588,924,2018-09-18,4622 Faronia Rd Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-90.0194209,35.0224221,0.0,1.6094379124341005,21,23,1,1,3,2,643
1589,924,2018-09-18,1100 block of Sumner St New Orleans (Algiers) Louisiana,0.4828313737302301,0,4,New Orleans (Algiers),Louisiana,-90.0378515,29.9438453,0.0,1.6094379124341005,22,22,0,0,0,0,643
1590,925,2018-09-19,W Cermak Rd and S State St Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.62708190000002,41.8529443,0.0,1.6094379124341005,22,23,2,1,3,2,130
1591,925,2018-09-19,1 E Church St Masontown Pennsylvania,0.9680344001221916,1,4,Masontown,Pennsylvania,-79.8992415,39.8471659,0.6931471805599453,1.6094379124341005,23,22,0,2,2,3,130
1592,925,2018-09-19,1850 Deming Way Middleton Wisconsin,0.9680344001221916,1,4,Middleton,Wisconsin,-89.52572819999996,43.09512210000001,0.6931471805599453,1.6094379124341005,24,21,1,0,5,1,130
1593,926,2018-09-20,1317 Midland Ave Syracuse New York,0.5375278407684164,0,5,Syracuse,New York,-76.1514761,43.0259565,0.0,1.791759469228055,24,22,0,1,2,4,472
1594,926,2018-09-20,1501 Perryman Rd Aberdeen Maryland,1.5424948470398374,4,3,Aberdeen,Maryland,-76.20048179999998,39.4713675,1.6094379124341005,1.3862943611198906,25,21,1,0,5,4,472
1595,927,2018-09-22,Dolan St Hempstead New York,0.4828313737302301,0,4,Hempstead,New York,-73.6187397,40.7062128,0.0,1.6094379124341005,24,23,1,0,5,3,40
1596,927,2018-09-22,1800 block of Benning Rd Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.9773661,38.89929550000001,0.0,1.6094379124341005,25,22,0,0,6,2,40
1597,928,2018-09-23,3700 block of Loma Lane Baldwin Park California,0.4828313737302301,0,4,Baldwin Park,California,-117.9823022,34.076251899999995,0.0,1.6094379124341005,20,22,1,4,1,4,379
1598,928,2018-09-23,2600 block of Chandler Court Bakersfield California,0.9680344001221916,1,4,Bakersfield,California,-119.040328,35.331379,0.6931471805599453,1.6094379124341005,21,21,2,3,2,5,379
1599,929,2018-09-24,1528 Ragan St Memphis Tennessee,1.2999897393843562,3,2,Memphis,Tennessee,-90.0094606,35.1043513,1.3862943611198906,1.0986122886681098,21,21,2,1,2,2,211
1600,930,2018-09-28,5100 block of Haverford Ave Philadelphia Pennsylvania,1.0986122886681096,2,2,Philadelphia,Pennsylvania,-75.22211920000002,39.9640999,1.0986122886681098,1.0986122886681098,21,22,1,1,6,1,992
1601,931,2018-09-29,1700 block of 24th St Orlando Florida,0.9680344001221916,1,4,Orlando,Florida,-81.40340690000002,28.51679600000001,0.6931471805599453,1.6094379124341005,21,22,1,1,0,1,745
1602,932,2018-09-30,1300 E Palmer St Compton California,0.9010913347279288,1,3,Compton,California,-118.2093725,33.8980777,0.6931471805599453,1.3862943611198906,19,22,3,2,3,2,729
1603,933,2018-10-01,500 block of S Michigan Ave Chicago Illinois,1.0986122886681096,2,2,Chicago,Illinois,-87.6248715,41.8755216,1.0986122886681098,1.0986122886681098,19,22,2,2,4,2,519
1604,934,2018-10-03,5101 Germantown Ave Philadelphia Pennsylvania,0.9680344001221916,1,4,Philadelphia,Pennsylvania,-75.1653697,40.0304158,0.6931471805599453,1.6094379124341005,19,23,2,1,6,1,421
1605,934,2018-10-03,932 Ashton Dr Florence South Carolina,1.3528016467842707,2,6,Florence,South Carolina,-79.8474213,34.2212348,1.0986122886681098,1.9459101490553128,20,22,0,1,0,2,421
1606,935,2018-10-04,1813 N Riverside Dr Espanola (Española) New Mexico,0.9010913347279288,1,3,Espanola (Española),New Mexico,-106.0645293,36.0172761,0.6931471805599453,1.3862943611198906,20,22,0,0,0,0,564
1607,935,2018-10-04,Lucky St Swainsboro Georgia,0.4828313737302301,0,4,Swainsboro,Georgia,-82.341629,32.598075800000004,0.0,1.6094379124341005,21,21,0,1,1,3,564
1608,936,2018-10-06,Williams St and Telegraph Ave Oakland California,0.583773044716594,0,6,Oakland,California,-122.2697388,37.80894970000001,0.0,1.9459101490553128,21,21,3,2,1,1,1043
1609,936,2018-10-06,6802 Cullen Blvd Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.3539064,29.6892712,0.6931471805599453,1.3862943611198906,22,20,0,2,0,2,1043
1610,936,2018-10-06,9453 E 31st St Tulsa Oklahoma,0.4828313737302301,0,4,Tulsa,Oklahoma,-95.8694154,36.1193444,0.0,1.6094379124341005,23,19,0,0,0,1,1043
1611,937,2018-10-08,Joppa Ave Birmingham Alabama,0.4828313737302301,0,4,Birmingham,Alabama,-86.72300969999998,33.5459787,0.0,1.6094379124341005,23,20,0,0,2,3,459
1612,938,2018-10-12,6500 block of W Charleston Blvd Las Vegas Nevada,0.4828313737302301,0,4,Las Vegas,Nevada,-115.2416595,36.1619946,0.0,1.6094379124341005,22,20,0,1,3,3,997
1613,938,2018-10-12,1620 John B White Sr Blvd Spartanburg South Carolina,0.583773044716594,0,6,Spartanburg,South Carolina,-81.97917659999997,34.923608,0.0,1.9459101490553128,23,19,1,0,2,1,997
1614,939,2018-10-13,400 block of Midlothian Road Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.2036416,38.7558458,0.0,1.6094379124341005,21,20,0,1,0,2,9
1615,939,2018-10-13,511 Wilburn St Taft Texas,1.3345506928718538,4,1,Taft,Texas,-97.40792059999998,27.9748727,1.6094379124341005,0.6931471805599453,22,19,1,1,1,0,9
1616,940,2018-10-14,2500 block of Pulgas Ave Palo Alto (East Palo Alto) California,1.0986122886681096,2,2,Palo Alto (East Palo Alto),California,-122.1318381,37.4733093,1.0986122886681098,1.0986122886681098,21,20,4,4,2,1,81
1617,940,2018-10-14,2815 W Lake Mead Blvd Las Vegas Nevada,1.178350206951907,3,1,Las Vegas,Nevada,-115.1780313,36.196548,1.3862943611198906,0.6931471805599453,22,19,1,0,4,3,81
1618,940,2018-10-14,5310 E Rosedale St Fort Worth Texas,0.4828313737302301,0,4,Fort Worth,Texas,-97.2416714,32.7304501,0.0,1.6094379124341005,23,18,2,0,2,0,81
1619,941,2018-10-15,1075 Carters Creek Pike Columbia Tennessee,1.2542316284596384,5,0,Columbia,Tennessee,-87.01602319999998,35.7287243,1.791759469228055,0.0,22,18,1,1,2,2,1029
1620,942,2018-10-16,Broad St Atlanta Georgia,0.4828313737302301,0,4,Atlanta,Georgia,-84.3896134,33.7555529,0.0,1.6094379124341005,21,18,1,0,4,1,1164
1621,943,2018-10-21,8722 S Tacoma Way Lakewood Washington,0.9010913347279288,1,3,Lakewood,Washington,-122.4852109,47.1785049,0.6931471805599453,1.3862943611198906,21,18,0,0,0,0,1153
1622,943,2018-10-21,900 block of A Philip Randolph Blvd Jacksonville Florida,1.022730867160378,1,5,Jacksonville,Florida,-81.64274309999998,30.3331416,0.6931471805599453,1.791759469228055,22,17,1,1,2,1,1153
1623,944,2018-10-22,9231 S Cottage Grove Av Chicago Illinois,0.583773044716594,0,6,Chicago,Illinois,-87.604096,41.7265408,0.0,1.9459101490553128,22,17,1,1,2,2,865
1624,945,2018-10-24,6200 block of S King Dr Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.6158672,41.78198020000001,0.0,1.791759469228055,22,17,2,0,2,1,296
1625,946,2018-10-26,77 Brinkerhoff St Jersey City New Jersey,0.9010913347279288,1,3,Jersey City,New Jersey,-74.07385599999998,40.71906600000001,0.6931471805599453,1.3862943611198906,22,17,0,0,1,1,855
1626,947,2018-10-27,5898 Wilkins Ave Pittsburgh Pennsylvania,2.3632671173555506,11,7,Pittsburgh,Pennsylvania,-79.9209317,40.4434749,2.4849066497880004,2.0794415416798357,22,17,1,0,0,1,205
1627,947,2018-10-27,4275 Lady Slipper Ln Memphis Tennessee,0.5375278407684164,0,5,Memphis,Tennessee,-89.85024519999996,35.0318838,0.0,1.791759469228055,23,16,1,0,2,3,205
1628,948,2018-10-28,2 Whites Quarters El Dorado Arkansas,1.0986122886681096,2,2,El Dorado,Arkansas,-92.6499974,33.202455,1.0986122886681098,1.0986122886681098,22,16,0,1,1,2,1083
1629,949,2018-10-29,3252 Mission Inn Ave Riverside California,0.6238324625039507,0,7,Riverside,California,-117.3691,33.98023,0.0,2.0794415416798357,21,17,2,5,2,4,1031
1630,950,2018-10-30,65th Place and Vermont Avenue Los Angeles California,0.5375278407684164,0,5,Los Angeles,California,-118.2918762,33.9798513,0.0,1.791759469228055,19,17,2,4,3,3,191
1631,950,2018-10-30,Woodrow Ave and Reis Ave Vallejo California,1.1849169104036439,2,3,Vallejo,California,-122.2320412,38.093305,1.0986122886681098,1.3862943611198906,20,16,3,3,1,0,191
1632,951,2018-10-31,19000 block of Langholm St Detroit Michigan,0.9010913347279288,1,3,Detroit,Michigan,-83.0111876,42.4342723,0.6931471805599453,1.3862943611198906,20,16,0,0,3,1,399
1633,952,2018-11-01,906 E Locust St Springfield Missouri,1.2999897393843562,3,2,Springfield,Missouri,-93.2803495,37.227174700000006,1.3862943611198906,1.0986122886681098,19,16,1,1,2,2,1195
1634,952,2018-11-01,3400 block of Girard Ave N Minneapolis Minnesota,0.5375278407684164,0,5,Minneapolis,Minnesota,-93.2965754,45.01691400000001,0.0,1.791759469228055,20,15,0,0,0,0,1195
1635,953,2018-11-02,1950 Thomasville Rd Tallahassee Florida,1.4532374265141534,3,4,Tallahassee,Florida,-84.26894770000001,30.4672124,1.3862943611198906,1.6094379124341005,19,17,1,1,2,0,849
1636,953,2018-11-02,5800 block of Brayton Ave Long Beach (North Long Beach) California,0.4828313737302301,0,4,Long Beach (North Long Beach),California,-118.17605559999998,33.8603282,0.0,1.6094379124341005,20,16,4,3,3,2,849
1637,954,2018-11-03,136 Franklin St Watertown New York,0.5375278407684164,0,5,Watertown,New York,-75.9093278,43.9737217,0.0,1.791759469228055,18,16,0,0,1,0,1181
1638,955,2018-11-07,99 Rolling Oaks Dr Thousand Oaks California,2.1769238173311134,13,2,Thousand Oaks,California,-118.8748493,34.1766157,2.6390573296152584,1.0986122886681098,18,16,4,2,3,1,883
1639,956,2018-11-11,598 N Broad St Globe Arizona,1.178350206951907,3,1,Globe,Arizona,-110.7896004,33.3999315,1.3862943611198906,0.6931471805599453,18,17,0,0,0,1,318
1640,957,2018-11-12,4640 Woods Crossroads Rd Dunn North Carolina,1.178350206951907,3,1,Dunn,North Carolina,-78.5241829,35.30807100000001,1.3862943611198906,0.6931471805599453,17,17,0,0,0,0,796
1641,958,2018-11-13,CR 1 and Defiance Draw Rd Gallup New Mexico,1.3345506928718538,4,1,Gallup,New Mexico,-108.8972011,35.4896623,1.6094379124341005,0.6931471805599453,17,17,0,0,1,0,548
1642,959,2018-11-14,4896 Gus Young Ave Baton Rouge Louisiana,1.178350206951907,3,1,Baton Rouge,Louisiana,-91.1414867,30.4618915,1.3862943611198906,0.6931471805599453,17,17,0,1,1,2,1105
1643,960,2018-11-16,4405 W 14th St Little Rock Arkansas,1.178350206951907,3,1,Little Rock,Arkansas,-92.3230674,34.7386163,1.3862943611198906,0.6931471805599453,17,17,1,0,3,1,214
1644,961,2018-11-18,95th St and Defiance Ave Los Angeles (Watts) California,0.9680344001221916,1,4,Los Angeles (Watts),California,-118.2453023,33.950688,0.6931471805599453,1.6094379124341005,16,17,5,2,4,1,995
1645,962,2018-11-19,5100 block of Malcolm St Philadelphia Pennsylvania,1.1266065387038702,4,0,Philadelphia,Pennsylvania,-75.2253042,39.9476905,1.6094379124341005,0.0,16,17,0,1,0,3,161
1646,962,2018-11-19,1200 21st Street Denver Colorado,0.9680344001221916,1,4,Denver,Colorado,-104.9905691,39.75322360000001,0.6931471805599453,1.6094379124341005,17,16,0,1,0,1,161
1647,963,2018-11-21,4200 block of Shreve Ave Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.2415994,38.6791297,0.0,1.6094379124341005,17,16,1,0,1,0,1158
1648,964,2018-11-22,6100 block of Downingtown Dr Fort Wayne Indiana,1.2999897393843562,3,2,Fort Wayne,Indiana,-85.1276714,41.02902879999999,1.3862943611198906,1.0986122886681098,16,16,0,0,1,0,921
1649,965,2018-11-23,5801 NW 27th Ave Miami Florida,1.3065564428360932,2,5,Miami,Florida,-80.2406266,25.82784310000001,1.0986122886681098,1.791759469228055,16,16,1,2,0,2,939
1650,966,2018-11-25,4500 block of Yale St Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.4011405,29.8306007,0.6931471805599453,1.3862943611198906,15,16,0,0,0,1,966
1651,966,2018-11-25,1000 block of 24th St Oakland California,0.4828313737302301,0,4,Oakland,California,-122.2802669,37.816491600000006,0.0,1.6094379124341005,16,15,3,1,0,0,966
1652,966,2018-11-25,Floyd St and Field St Demopolis Alabama,1.0986122886681096,2,2,Demopolis,Alabama,-87.8236929,32.5063831,1.0986122886681098,1.0986122886681098,17,14,0,0,1,1,966
1653,967,2018-11-26,Tammy Dr Powell Tennessee,0.4828313737302301,0,4,Powell,Tennessee,-84.0061795,36.05233270000001,0.0,1.6094379124341005,16,14,0,0,0,0,448
1654,968,2018-12-01,NW Fifth Ave and NW Eighth St Miami Florida,0.5375278407684164,0,5,Miami,Florida,-80.20302099999998,25.7815988,0.0,1.791759469228055,16,14,1,1,1,1,1086
1655,969,2018-12-08,89-25 130th St Corona (Queens) New York,0.5375278407684164,0,5,Corona (Queens),New York,-73.82063199999997,40.6991544,0.0,1.791759469228055,16,15,0,0,1,2,753
1656,969,2018-12-08,801 S Inglewood Ave Inglewood California,0.5375278407684164,0,5,Inglewood,California,-118.3617976,33.95342360000001,0.0,1.791759469228055,17,14,2,0,1,1,753
1657,970,2018-12-09,3554 E Washington Ave Madison Wisconsin,0.4828313737302301,0,4,Madison,Wisconsin,-89.32712409999998,43.11578400000001,0.0,1.6094379124341005,17,14,0,0,0,0,518
1658,971,2018-12-11,Caspari St and University Pkwy Natchitoches Louisiana,0.9010913347279288,1,3,Natchitoches,Louisiana,-93.09486629999999,31.7529646,0.6931471805599453,1.3862943611198906,17,14,1,1,3,1,438
1659,972,2018-12-13,4505 N Broad St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.1481877,40.0216253,0.0,1.6094379124341005,17,15,1,0,2,1,483
1660,973,2018-12-14,700 block of Geiger Ct Colorado Springs Colorado,0.9010913347279288,1,3,Colorado Springs,Colorado,-104.7342284,38.84313,0.6931471805599453,1.3862943611198906,17,15,1,0,1,0,630
1661,974,2018-12-15,239 NW 16th St Miami Florida,0.5375278407684164,0,5,Miami,Florida,-80.19951479999997,25.7905967,0.0,1.791759469228055,17,15,2,1,2,0,424
1662,975,2018-12-18,3942 Park Heights Ave Baltimore Maryland,0.5375278407684164,0,5,Baltimore,Maryland,-76.6627714,39.3342369,0.0,1.791759469228055,17,15,0,0,3,1,1069
1663,976,2018-12-22,3528 S Maryland Pkwy Las Vegas Nevada,0.4828313737302301,0,4,Las Vegas,Nevada,-115.13518390000002,36.124188200000006,0.0,1.6094379124341005,16,16,0,0,1,3,478
1664,977,2018-12-23,1042 W College St Springfield Missouri,1.0689760711085556,1,6,Springfield,Missouri,-93.3050007,37.2080649,0.6931471805599453,1.9459101490553128,16,16,0,1,0,3,852
1665,978,2018-12-24,2176 Main St Lutcher Louisiana,1.0986122886681096,2,2,Lutcher,Louisiana,-90.701865,30.039314,1.0986122886681098,1.0986122886681098,16,20,1,0,2,0,1184
1666,979,2018-12-28,150 Whetstone Dr Saint Charles Missouri,1.3345506928718538,4,1,Saint Charles,Missouri,-90.563567,38.7811667,1.6094379124341005,0.6931471805599453,16,20,1,0,1,2,203
1667,980,2018-12-29,904 S Main St Lima Ohio,0.9010913347279288,1,3,Lima,Ohio,-84.105203,40.7261678,0.6931471805599453,1.3862943611198906,14,20,0,1,0,2,627
1668,981,2018-12-31,4462 Denison Ave Cleveland Ohio,1.2999897393843562,3,2,Cleveland,Ohio,-81.71691690000002,41.4535107,1.3862943611198906,1.0986122886681098,14,21,1,0,1,1,510
1669,982,2019-01-01,2020 W Pensacola St Tallahassee Florida,0.5375278407684164,0,5,Tallahassee,Florida,-84.31853869999998,30.4421089,0.0,1.791759469228055,14,24,1,4,0,3,1126
1670,982,2019-01-01,1709 Decker Blvd Columbia South Carolina,0.5375278407684164,0,5,Columbia,South Carolina,-80.941347,34.0437454,0.0,1.791759469228055,15,23,0,1,0,3,1126
1671,983,2019-01-02,3516 Galaxy St Jonesboro Arkansas,0.9010913347279288,1,3,Jonesboro,Arkansas,-90.6585807,35.8222345,0.6931471805599453,1.3862943611198906,14,23,0,1,2,2,989
1672,984,2019-01-03,3800 block of E County 18½ St Yuma Arizona,0.9010913347279288,1,3,Yuma,Arizona,-114.5665888,32.56769,0.6931471805599453,1.3862943611198906,14,23,0,1,1,2,475
