ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,p_class,lonlat
603,374,2015-12-31,1900 block of Amelia Street New Orleans Louisiana,0.583773044716594,0,6,New Orleans,Louisiana,-90.0959066,29.93035789999999,0.0,1.9459101490553128,2,"[-90.0959066, 29.93035789999999]"
604,375,2016-01-06,2312 East Magnolia Street Lakeland Florida,1.178350206951907,3,1,Lakeland,Florida,-81.9133782,28.050558399999996,1.3862943611198906,0.6931471805599453,3,"[-81.9133782, 28.050558399999996]"
605,376,2016-01-07,3800 block of Kerwood Avenue Memphis Tennessee,0.9010913347279288,1,3,Memphis,Tennessee,-89.9362666,35.2336271,0.6931471805599453,1.3862943611198906,2,"[-89.9362666, 35.2336271]"
606,377,2016-01-08,1500 block of South Kedzie Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.70549600000002,41.86092410000001,0.6931471805599453,1.6094379124341005,2,"[-87.70549600000002, 41.86092410000001]"
607,377,2016-01-08,1700 E Capitol St NE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.97952629999997,38.8903247,0.0,1.6094379124341005,1,"[-76.97952629999997, 38.8903247]"
608,378,2016-01-11,900 block of Brown Street Wilmington Delaware,0.9680344001221916,1,4,Wilmington,Delaware,-75.5672256,39.73507360000001,0.6931471805599453,1.6094379124341005,2,"[-75.5672256, 39.73507360000001]"
609,379,2016-01-17,Ditchley Road and Gill Lane Ware Neck (Gloucester Courthouse) Virginia,0.9010913347279288,1,3,Ware Neck (Gloucester Courthouse),Virginia,-76.4373384,37.400081799999995,0.6931471805599453,1.3862943611198906,2,"[-76.4373384, 37.400081799999995]"
610,380,2016-01-23,8105 Avalon Blvd Los Angeles California,1.0986122886681096,2,2,Los Angeles,California,-118.2654023,33.9653677,1.0986122886681098,1.0986122886681098,3,"[-118.2654023, 33.9653677]"
611,381,2016-01-25,140 S. D Street Perris California,0.9680344001221916,1,4,Perris,California,-117.22868490000002,33.784686799999996,0.6931471805599453,1.6094379124341005,2,"[-117.22868490000002, 33.784686799999996]"
612,382,2016-01-26,Airport Way S. and S. Atlantic St. Seattle Washington,1.184916910403644,2,3,Seattle,Washington,-122.3224741,47.5903362,1.0986122886681098,1.3862943611198906,3,"[-122.3224741, 47.5903362]"
613,383,2016-01-27,1401 N. George Washington Hwy Chesapeake Virginia,1.3621371043387192,6,0,Chesapeake,Virginia,-76.33019279999998,36.7904881,1.9459101490553128,0.0,3,"[-76.33019279999998, 36.7904881]"
614,384,2016-01-30,67th and Missouri Avenue Glendale Arizona,1.5079338935523396,3,5,Glendale,Arizona,-112.20484040000001,33.5165652,1.3862943611198906,1.791759469228055,4,"[-112.20484040000001, 33.5165652]"
615,385,2016-02-03,1500 block of Butler St. SE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.98371490000002,38.8610406,0.0,1.6094379124341005,1,"[-76.98371490000002, 38.8610406]"
616,386,2016-02-06,8123 N Nebraska Ave Tampa Florida,1.3528016467842707,2,6,Tampa,Florida,-82.45100670000002,28.021886,1.0986122886681098,1.9459101490553128,3,"[-82.45100670000002, 28.021886]"
617,386,2016-02-06,10th Street Apopka Florida,0.4828313737302301,0,4,Apopka,Florida,-81.51425300000002,28.6657586,0.0,1.6094379124341005,1,"[-81.51425300000002, 28.6657586]"
618,386,2016-02-06,12800 block of Cook Street Los Angeles California,0.9010913347279288,1,3,Los Angeles,California,-118.2706863,33.9164169,0.6931471805599453,1.3862943611198906,2,"[-118.2706863, 33.9164169]"
619,387,2016-02-07,6500 block of South Green Street Chicago (Englewood) Illinois,0.4828313737302301,0,4,Chicago (Englewood),Illinois,-87.64627209999998,41.77593710000001,0.0,1.6094379124341005,1,"[-87.64627209999998, 41.77593710000001]"
620,387,2016-02-07,547 State St Rochester New York,1.1090354888959124,1,7,Rochester,New York,-77.6230683,43.1642357,0.6931471805599453,2.079441541679836,3,"[-77.6230683, 43.1642357]"
621,387,2016-02-07,7432 Universal Blvd Orlando Florida,1.4883971839071881,2,10,Orlando,Florida,-81.4650176,28.455296899999997,1.0986122886681098,2.3978952727983707,3,"[-81.4650176, 28.455296899999997]"
622,387,2016-02-07,Davis Avenue Pass Christian Mississippi,1.2518599757979068,2,4,Pass Christian,Mississippi,-89.24437859999998,30.321904600000003,1.0986122886681098,1.6094379124341005,3,"[-89.24437859999998, 30.321904600000003]"
623,388,2016-02-13,5425 Lapalco Boulevard Marrero Louisiana,0.4828313737302301,0,4,Marrero,Louisiana,-90.1081515,29.874832,0.0,1.6094379124341005,1,"[-90.1081515, 29.874832]"
624,389,2016-02-14,Earnest Friday Road Eutaw (Union) Alabama,0.5375278407684164,0,5,Eutaw (Union),Alabama,-87.9094126,32.9889817,0.0,1.791759469228055,2,"[-87.9094126, 32.9889817]"
625,389,2016-02-14,8449 Gulf Freeway Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.26379140000002,29.672633,0.6931471805599453,1.3862943611198906,2,"[-95.26379140000002, 29.672633]"
626,390,2016-02-19,509 Porter Street Vallejo California,0.9010913347279288,1,3,Vallejo,California,-122.24549209999998,38.0882818,0.6931471805599453,1.3862943611198906,2,"[-122.24549209999998, 38.0882818]"
627,390,2016-02-19,4100 block of Buena Vista Road Edgerton Missouri,1.1266065387038702,4,0,Edgerton,Missouri,-94.6253659,39.4931055,1.6094379124341005,0.0,3,"[-94.6253659, 39.4931055]"
628,391,2016-02-20,231 Co Rd 201 Iuka Mississippi,1.184916910403644,2,3,Iuka,Mississippi,-88.1405843,34.754264500000005,1.0986122886681098,1.3862943611198906,3,"[-88.1405843, 34.754264500000005]"
629,391,2016-02-20,446 S Parramore Ave Orlando Florida,0.4828313737302301,0,4,Orlando,Florida,-81.38921140000002,28.5366891,0.0,1.6094379124341005,1,"[-81.38921140000002, 28.5366891]"
630,391,2016-02-20,200 block of Elm Street Bessemer Alabama,0.9010913347279288,1,3,Bessemer,Alabama,-86.97597040000002,33.3731712,0.6931471805599453,1.3862943611198906,2,"[-86.97597040000002, 33.3731712]"
631,391,2016-02-20,5581 Cracker Barrel Blvd Kalamazoo Michigan,1.6917207909391518,6,2,Kalamazoo,Michigan,-85.67474949999998,42.23649400000001,1.9459101490553128,1.0986122886681098,4,"[-85.67474949999998, 42.23649400000001]"
632,391,2016-02-20,2810 E. Bearss Ave Tampa Florida,0.9010913347279288,1,3,Tampa,Florida,-82.4276378,28.0810757,0.6931471805599453,1.3862943611198906,2,"[-82.4276378, 28.0810757]"
633,392,2016-02-21,7217 N Lindbergh Blvd Hazelwood Missouri,0.9010913347279288,1,3,Hazelwood,Missouri,-90.3568948,38.783356500000004,0.6931471805599453,1.3862943611198906,2,"[-90.3568948, 38.783356500000004]"
634,392,2016-02-21,5100 block of Idaho Street Houston Texas,0.5375278407684164,0,5,Houston,Texas,-95.3436883,29.6870021,0.0,1.791759469228055,2,"[-95.3436883, 29.6870021]"
635,393,2016-02-23,1042 Sheridan Road Daytona Beach Florida,0.4828313737302301,0,4,Daytona Beach,Florida,-81.04484169999998,29.2090184,0.0,1.6094379124341005,1,"[-81.04484169999998, 29.2090184]"
636,393,2016-02-23,4812 West Sunnyside Ave Glendale Arizona,1.2542316284596384,5,0,Glendale,Arizona,-112.1627452,33.5924086,1.791759469228055,0.0,3,"[-112.1627452, 33.5924086]"
637,394,2016-02-25,200 S Ridge Rd Hesston Kansas,1.9390215990345328,4,14,Hesston,Kansas,-97.4247848,38.135845700000004,1.6094379124341005,2.7080502011022096,4,"[-97.4247848, 38.135845700000004]"
638,395,2016-02-26,300 block of Horseshoe Rd. Belfair Washington,1.2542316284596384,5,0,Belfair,Washington,-122.8282402,47.45164219999999,1.791759469228055,0.0,3,"[-122.8282402, 47.45164219999999]"
639,396,2016-02-27,13051 Lashmere Ct Woodbridge (Lake Ridge) Virginia,1.0986122886681096,2,2,Woodbridge (Lake Ridge),Virginia,-77.35359609999998,38.66959470000001,1.0986122886681098,1.0986122886681098,3,"[-77.35359609999998, 38.66959470000001]"
640,397,2016-02-28,5500 block of Etiwanda Avenue Riverside (Jurupa Valley) California,0.9010913347279288,1,3,Riverside (Jurupa Valley),California,-117.5227124,33.9882595,0.6931471805599453,1.3862943611198906,2,"[-117.5227124, 33.9882595]"
641,397,2016-02-28,8800 block of Livernois Detroit Michigan,0.5375278407684164,0,5,Detroit,Michigan,-83.13790999999998,42.3590683,0.0,1.791759469228055,2,"[-83.13790999999998, 42.3590683]"
642,398,2016-03-04,900 E 5th Ave Columbus Ohio,0.9010913347279288,1,3,Columbus,Ohio,-82.98052249999998,39.9865015,0.6931471805599453,1.3862943611198906,2,"[-82.98052249999998, 39.9865015]"
643,399,2016-03-05,116 North Mead Wichita Kansas,0.4828313737302301,0,4,Wichita,Kansas,-97.3287243,37.6867959,0.0,1.6094379124341005,1,"[-97.3287243, 37.6867959]"
644,400,2016-03-06,900 block of West Victoria Street Compton California,1.1443703995928276,1,8,Compton,California,-118.2389731,33.867781,0.6931471805599453,2.19722457733622,3,"[-118.2389731, 33.867781]"
645,400,2016-03-06,890 Atlanta St Roswell Georgia,0.4828313737302301,0,4,Roswell,Georgia,-84.36199289999998,34.022834700000004,0.0,1.6094379124341005,1,"[-84.36199289999998, 34.022834700000004]"
646,400,2016-03-06,120 Washington Avenue Chelsea Massachusetts,1.0689760711085556,1,6,Chelsea,Massachusetts,-71.0319246,42.396890899999995,0.6931471805599453,1.9459101490553128,3,"[-71.0319246, 42.396890899999995]"
647,401,2016-03-07,3000 block of South 36th Street Kansas City Kansas,1.2542316284596384,5,0,Kansas City,Kansas,-94.6698804,39.0475649,1.791759469228055,0.0,3,"[-94.6698804, 39.0475649]"
648,401,2016-03-07,800 block of Martin Luther King Jr. Drive Lafayette Louisiana,0.4828313737302301,0,4,Lafayette,Louisiana,-92.0248037,30.249587599999998,0.0,1.6094379124341005,1,"[-92.0248037, 30.249587599999998]"
649,402,2016-03-08,Sherman St San Antonio Texas,1.184916910403644,2,3,San Antonio,Texas,-98.464248,29.433961,1.0986122886681098,1.3862943611198906,3,"[-98.464248, 29.433961]"
650,403,2016-03-09,1304 Franklin Ave Pittsburgh Pennsylvania,1.6701199367956057,5,3,Pittsburgh,Pennsylvania,-79.8729304,40.4381811,1.791759469228055,1.3862943611198906,4,"[-79.8729304, 40.4381811]"
651,404,2016-03-11,Oliver Avenue Trenton New Jersey,0.5375278407684164,0,5,Trenton,New Jersey,-74.77699399999999,40.238568,0.0,1.791759469228055,2,"[-74.77699399999999, 40.238568]"
652,404,2016-03-11,2600 block of Hazelwood Detroit Michigan,1.0986122886681096,2,2,Detroit,Michigan,-83.1074886,42.3714836,1.0986122886681098,1.0986122886681098,3,"[-83.1074886, 42.3714836]"
653,405,2016-03-12,Interstate 880 Oakland California,0.4828313737302301,0,4,Oakland,California,-122.27477549999999,37.798564899999995,0.0,1.6094379124341005,1,"[-122.27477549999999, 37.798564899999995]"
654,405,2016-03-12,16126 S.E. Stark St. Portland Oregon,0.4828313737302301,0,4,Portland,Oregon,-122.49715829999998,45.5184586,0.0,1.6094379124341005,1,"[-122.49715829999998, 45.5184586]"
655,406,2016-03-13,50 South Road Fort Myers Florida,0.4828313737302301,0,4,Fort Myers,Florida,-81.8689344,26.5761675,0.0,1.6094379124341005,1,"[-81.8689344, 26.5761675]"
656,407,2016-03-15,Donald Lee Hollowell Drive Atlanta Georgia,0.5375278407684164,0,5,Atlanta,Georgia,-84.4598767,33.776851,0.0,1.791759469228055,2,"[-84.4598767, 33.776851]"
657,408,2016-03-19,South Shelby Street Wetumpka Alabama,1.0986122886681096,2,2,Wetumpka,Alabama,-86.213962,32.5382026,1.0986122886681098,1.0986122886681098,3,"[-86.213962, 32.5382026]"
658,408,2016-03-19,12050 NW 4th Court Plantation Florida,0.9680344001221916,1,4,Plantation,Florida,-80.30942840000002,26.1250153,0.6931471805599453,1.6094379124341005,2,"[-80.30942840000002, 26.1250153]"
659,409,2016-03-21,5700 block of West Washington Boulevard Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.768658,41.88238,0.0,1.6094379124341005,1,"[-87.768658, 41.88238]"
660,410,2016-03-25,8501 E. Alameda Avenue Denver Colorado,0.4828313737302301,0,4,Denver,Colorado,-104.8901947,39.7106899,0.0,1.6094379124341005,1,"[-104.8901947, 39.7106899]"
661,410,2016-03-25,4500 block of West West End Avenue Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7384804,41.883224,0.0,1.6094379124341005,1,"[-87.7384804, 41.883224]"
662,411,2016-03-31,6800 block of South Throop Chicago (Englewood) Illinois,0.4828313737302301,0,4,Chicago (Englewood),Illinois,-87.657037,41.770355,0.0,1.6094379124341005,1,"[-87.657037, 41.770355]"
663,412,2016-04-07,2200 block of East 70th Place Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.5712641,41.7672555,0.0,1.6094379124341005,1,"[-87.5712641, 41.7672555]"
664,413,2016-04-09,2600 block of Mesa Drive SE Albuquerque New Mexico,0.4828313737302301,0,4,Albuquerque,New Mexico,-106.62705849999999,35.0557984,0.0,1.6094379124341005,1,"[-106.62705849999999, 35.0557984]"
665,413,2016-04-09,West 15th Street and Crawford Avenue Anniston Alabama,0.4828313737302301,0,4,Anniston,Alabama,-85.8501035,33.6636468,0.0,1.6094379124341005,1,"[-85.8501035, 33.6636468]"
666,413,2016-04-09,Mt Moriah Road and Ridgeway Road Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-89.86334670000002,35.072354100000005,0.0,1.6094379124341005,1,"[-89.86334670000002, 35.072354100000005]"
667,414,2016-04-10,84th Street and Towne Avenue Los Angeles California,0.4828313737302301,0,4,Los Angeles,California,-118.26732890000001,33.9628458,0.0,1.6094379124341005,1,"[-118.26732890000001, 33.9628458]"
668,414,2016-04-10,76th and Sheridan Milwaukee Wisconsin,0.9010913347279288,1,3,Milwaukee,Wisconsin,-88.0060965,43.1182626,0.6931471805599453,1.3862943611198906,2,"[-88.0060965, 43.1182626]"
669,415,2016-04-16,Baxter Street Enterprise Alabama,0.4828313737302301,0,4,Enterprise,Alabama,-85.81524300000002,31.303638,0.0,1.6094379124341005,1,"[-85.81524300000002, 31.303638]"
670,415,2016-04-16,1100 block of Conley Street Orlando Florida,1.2518599757979068,2,4,Orlando,Florida,-81.3935984,28.5329354,1.0986122886681098,1.6094379124341005,3,"[-81.3935984, 28.5329354]"
671,415,2016-04-16,9500 block of Oakland Detroit Michigan,0.9680344001221916,1,4,Detroit,Michigan,-83.07417769999998,42.3882354,0.6931471805599453,1.6094379124341005,2,"[-83.07417769999998, 42.3882354]"
672,416,2016-04-17,5021 W St Hwy 107 Edinburg Texas,1.0689760711085556,1,6,Edinburg,Texas,-98.2174663,26.30996510000001,0.6931471805599453,1.9459101490553128,3,"[-98.2174663, 26.30996510000001]"
673,416,2016-04-17,200 block of Eastview Road Pelzer South Carolina,0.9010913347279288,1,3,Pelzer,South Carolina,-82.4371328,34.645888799999994,0.6931471805599453,1.3862943611198906,2,"[-82.4371328, 34.645888799999994]"
674,416,2016-04-17,600 block of Westmoreland Street Philadelphia Pennsylvania,1.178350206951907,3,1,Philadelphia,Pennsylvania,-75.1189,39.998675,1.3862943611198906,0.6931471805599453,3,"[-75.1189, 39.998675]"
675,417,2016-04-18,1200 block of E. 17th Street Long Beach California,0.9010913347279288,1,3,Long Beach,California,-118.176051,33.787858,0.6931471805599453,1.3862943611198906,2,"[-118.176051, 33.787858]"
676,418,2016-04-19,1400 block of West 84th Street Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.65836359999999,41.74139270000001,0.6931471805599453,1.6094379124341005,2,"[-87.65836359999999, 41.74139270000001]"
677,418,2016-04-19,2700 block of West 53rd Street Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.6914551,41.7973739,0.6931471805599453,1.3862943611198906,2,"[-87.6914551, 41.7973739]"
678,418,2016-04-19,81551 US Highway 278 Blountsville Alabama,0.9680344001221916,1,4,Blountsville,Alabama,-86.4744037,34.16203160000001,0.6931471805599453,1.6094379124341005,2,"[-86.4744037, 34.16203160000001]"
679,419,2016-04-21,4800 block of Frankford Avenue Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.5450525,39.3324723,0.0,1.6094379124341005,1,"[-76.5450525, 39.3324723]"
680,420,2016-04-22,3162 Johnson Drive Appling Georgia,1.3621371043387192,6,0,Appling,Georgia,-82.22454920000001,33.5989259,1.9459101490553128,0.0,3,"[-82.22454920000001, 33.5989259]"
681,420,2016-04-22,4077 Union Hill Rd Piketon Ohio,1.5380572041353535,8,0,Piketon,Ohio,-83.24111169999998,39.00991970000001,2.19722457733622,0.0,4,"[-83.24111169999998, 39.00991970000001]"
682,421,2016-04-23,3732 SW Topeka Blvd Topeka Kansas,0.9680344001221916,1,4,Topeka,Kansas,-95.6873432,38.9989899,0.6931471805599453,1.6094379124341005,2,"[-95.6873432, 38.9989899]"
683,421,2016-04-23,West 141st Street and Edgecombe Avenue New York (Manhattan) New York,0.4828313737302301,0,4,New York (Manhattan),New York,-73.94516340000001,40.820878799999996,0.0,1.6094379124341005,1,"[-73.94516340000001, 40.820878799999996]"
684,421,2016-04-23,1200 block of Lee Road 83 Auburn Alabama,1.178350206951907,3,1,Auburn,Alabama,-85.42012209999999,32.5462556,1.3862943611198906,0.6931471805599453,3,"[-85.42012209999999, 32.5462556]"
685,421,2016-04-23,1650 South Hollywood Boulevard Las Vegas Nevada,0.9010913347279288,1,3,Las Vegas,Nevada,-115.025793,36.1526698,0.6931471805599453,1.3862943611198906,2,"[-115.025793, 36.1526698]"
686,422,2016-04-24,1400 block of 14th Street Denver Colorado,0.4828313737302301,0,4,Denver,Colorado,-105.00069609999998,39.7480015,0.0,1.6094379124341005,1,"[-105.00069609999998, 39.7480015]"
687,422,2016-04-24,2000 block of West 68th Place Chicago (Englewood) Illinois,1.184916910403644,2,3,Chicago (Englewood),Illinois,-87.67387040000001,41.76955359999999,1.0986122886681098,1.3862943611198906,3,"[-87.67387040000001, 41.76955359999999]"
688,422,2016-04-24,1055 L P Bailey Memorial Hwy Halifax Virginia,0.5375278407684164,0,5,Halifax,Virginia,-78.9226142,36.7767109,0.0,1.791759469228055,2,"[-78.9226142, 36.7767109]"
689,423,2016-04-25,1506 Northwest 70th Street Miami Florida,0.5375278407684164,0,5,Miami,Florida,-80.22339559999998,25.8384093,0.0,1.791759469228055,2,"[-80.22339559999998, 25.8384093]"
690,423,2016-04-25,400 Charlotte Avenue Nashville Tennessee,0.4828313737302301,0,4,Nashville,Tennessee,-86.78145970000001,36.166494,0.0,1.6094379124341005,1,"[-86.78145970000001, 36.166494]"
691,424,2016-04-26,6500 block of Hil-Mar Drive District Heights (Forestville) Maryland,0.9680344001221916,1,4,District Heights (Forestville),Maryland,-76.89541700000002,38.8431713,0.6931471805599453,1.6094379124341005,2,"[-76.89541700000002, 38.8431713]"
692,425,2016-04-27,Pecan Drive Kilmichael Mississippi,1.178350206951907,3,1,Kilmichael,Mississippi,-89.57232619999998,33.4355942,1.3862943611198906,0.6931471805599453,3,"[-89.57232619999998, 33.4355942]"
693,425,2016-04-27,4300  Block of Kerrit Dr Baton Rouge Louisiana,1.0986122886681096,2,2,Baton Rouge,Louisiana,-91.0871866,30.490325899999995,1.0986122886681098,1.0986122886681098,3,"[-91.0871866, 30.490325899999995]"
694,426,2016-04-29,3200 block of San Pablo Avenue Oakland California,0.5375278407684164,0,5,Oakland,California,-122.2770683,37.822605100000004,0.0,1.791759469228055,2,"[-122.2770683, 37.822605100000004]"
695,426,2016-04-29,400 block of N Dade Ave Saint Louis (Ferguson) Missouri,0.4828313737302301,0,4,Saint Louis (Ferguson),Missouri,-90.315066,38.75092460000001,0.0,1.6094379124341005,1,"[-90.315066, 38.75092460000001]"
696,427,2016-05-01,1955 Old Castle Drive Murfreesboro Tennessee,0.5375278407684164,0,5,Murfreesboro,Tennessee,-86.34826159999999,35.8228724,0.0,1.791759469228055,2,"[-86.34826159999999, 35.8228724]"
697,428,2016-05-04,16th Avenue North and Newton Avenue North Minneapolis Minnesota,1.1090354888959124,1,7,Minneapolis,Minnesota,-93.30571,44.99522,0.6931471805599453,2.079441541679836,3,"[-93.30571, 44.99522]"
